case_id,overlap@1,overlap@5,overlap@10,iou@1,iou@5,iou@10,deletion_auc,insertion_auc
BraTS2021_00000,0.4327931363202913,0.4327931363202913,0.2065514103730633,0.36194525644432635,0.36194525644432635,0.18890429958391122,1.0934299463789956,0.9285782985420229
BraTS2021_00002,0.9782608695651679,0.8786729857819627,0.5425347222222143,0.36766102983089494,0.49625267665952894,0.44738725841088045,1.019934934557584,0.9835058927589833
BraTS2021_00003,0.021227768215719617,0.021227768215719617,0.22431039709002387,0.014434330299089727,0.014434330299089727,0.19245773732119636,1.0219918770469316,0.9755062599132349
BraTS2021_00005,0.753809685066009,0.753809685066009,0.28213836477987064,0.5382011605415861,0.5382011605415861,0.24605089951733217,1.0394567154220802,0.9579013488172996
BraTS2021_00006,0.984669811320716,0.9872315728380444,0.4749464094319336,0.6883759274525969,0.933589462129528,0.4714722702487033,1.0431041931379375,0.9709229610738713
